[13:43:02]  [System] A corrupted file has been entered. Requesting new one... 
[15:58:52]  [TCP] File data received: 3301376
[15:58:52]  [TCP] File data received: 3303424
[15:58:52]  [TCP] File data received: 3305472
[15:58:52]  [TCP] File data received: 3307520
[15:58:52]  [TCP] File data received: 3309568
[15:58:52]  [TCP] File data received: 3311616
[15:58:52]  [TCP] File data received: 3313664
[15:58:52]  [TCP] File data received: 3315712
[15:58:52]  [TCP] File data received: 3317760
[15:58:52]  [TCP] File data received: 3319808
[15:58:52]  [TCP] File data received: 3321856
[15:58:52]  [TCP] File data received: 3323904
[15:58:52]  [TCP] File data received: 3325952
[15:58:52]  [TCP] File data received: 3328000
[15:58:52]  [TCP] File data received: 3330048
[15:58:52]  [TCP] File data received: 3332096
[15:58:52]  [TCP] File data received: 3334144
[15:58:52]  [TCP] File data received: 3336192
[15:58:52]  [TCP] File data received: 3338240
[15:58:52]  [TCP] File data received: 3340288
[15:58:52]  [TCP] File data received: 3342336
[15:58:52]  [TCP] File data received: 3344384
[15:58:52]  [TCP] File data received: 3346432
[15:58:52]  [TCP] File data received: 3348480
[15:58:52]  [TCP] File data received: 3350528
[15:58:52]  [TCP] File data received: 3352576
[15:58:52]  [TCP] File data received: 3354624
[15:58:52]  [TCP] File data received: 3356672
[15:58:52]  [TCP] File data received: 3358720
[15:58:52]  [TCP] File data received: 3360768
[15:58:52]  [TCP] File data received: 3362816
[15:58:52]  [TCP] File data received: 3364864
[15:58:53]  [TCP] File data received: 3366912
[15:58:53]  [TCP] File data received: 3368960
[15:58:53]  [TCP] File data received: 3371008
[15:58:53]  [TCP] File data received: 3373056
[15:58:53]  [TCP] File data received: 3375104
[15:58:53]  [TCP] File data received: 3377152
[15:58:53]  [TCP] File data received: 3379200
[15:58:53]  [TCP] File data received: 3381248
[15:58:53]  [TCP] File data received: 3383296
[15:58:53]  [TCP] File data received: 3385344
[15:58:53]  [TCP] File data received: 3387392
[15:58:53]  [TCP] File data received: 3389440
[15:58:53]  [TCP] File data received: 3391488
[15:58:53]  [TCP] File data received: 3393536
[15:58:53]  [TCP] File data received: 3395584
[15:58:53]  [TCP] File data received: 3397632
[15:58:53]  [TCP] File data received: 3399680
[15:58:53]  [TCP] File data received: 3401728
[15:58:53]  [TCP] File data received: 3403776
[15:58:53]  [TCP] File data received: 3405824
[15:58:53]  [TCP] File data received: 3407872
[15:58:53]  [TCP] File data received: 3409920
[15:58:53]  [TCP] File data received: 3411968
[15:58:53]  [TCP] File data received: 3414016
[15:58:53]  [TCP] File data received: 3416064
[15:58:53]  [TCP] File data received: 3418112
[15:58:53]  [TCP] File data received: 3420160
[15:58:53]  [TCP] File data received: 3422208
[15:58:53]  [TCP] File data received: 3424256
[15:58:53]  [TCP] File data received: 3426304
[15:58:53]  [TCP] File data received: 3428352
[15:58:53]  [TCP] File data received: 3430400
[15:58:53]  [TCP] File data received: 3432448
[15:58:53]  [TCP] File data received: 3434496
[15:58:53]  [TCP] File data received: 3436544
[15:58:53]  [TCP] File data received: 3438592
[15:58:53]  [TCP] File data received: 3440640
[15:58:53]  [TCP] File data received: 3442688
[15:58:53]  [TCP] File data received: 3444736
[15:58:53]  [TCP] File data received: 3446784
[15:58:53]  [TCP] File data received: 3448832
[15:58:53]  [TCP] File data received: 3450880
[15:58:53]  [TCP] File data received: 3452928
[15:58:53]  [TCP] File data received: 3454976
[15:58:53]  [TCP] File data received: 3457024
[15:58:53]  [TCP] File data received: 3459072
[15:58:53]  [TCP] File data received: 3461120
[15:58:53]  [TCP] File data received: 3463168
[15:58:53]  [TCP] File data received: 3465216
[15:58:53]  [TCP] File data received: 3467264
[15:58:53]  [TCP] File data received: 3469312
[15:58:53]  [TCP] File data received: 3471360
[15:58:53]  [TCP] File data received: 3473408
[15:58:53]  [TCP] File data received: 3475456
[15:58:53]  [TCP] File data received: 3477504
[15:58:53]  [TCP] File data received: 3479552
[15:58:53]  [TCP] File data received: 3481600
[15:58:53]  [TCP] File data received: 3483648
[15:58:53]  [TCP] File data received: 3485696
[15:58:53]  [TCP] File data received: 3487744
[15:58:53]  [TCP] File data received: 3489792
[15:58:53]  [TCP] File data received: 3491840
[15:58:53]  [TCP] File data received: 3493888
[15:58:53]  [TCP] File data received: 3495936
[15:58:53]  [TCP] File data received: 3497984
[15:58:53]  [TCP] File data received: 3500032
[15:58:53]  [TCP] File data received: 3502080
[15:58:53]  [TCP] File data received: 3504128
[15:58:53]  [TCP] File data received: 3506176
[15:58:53]  [TCP] File data received: 3508224
[15:58:53]  [TCP] File data received: 3510272
[15:58:53]  [TCP] File data received: 3512320
[15:58:53]  [TCP] File data received: 3514368
[15:58:53]  [TCP] File data received: 3516416
[15:58:53]  [TCP] File data received: 3518464
[15:58:53]  [TCP] File data received: 3520512
[15:58:53]  [TCP] File data received: 3522560
[15:58:53]  [TCP] File data received: 3524608
[15:58:53]  [TCP] File data received: 3526656
[15:58:53]  [TCP] File data received: 3528704
[15:58:53]  [TCP] File data received: 3530752
[15:58:53]  [TCP] File data received: 3532800
[15:58:53]  [TCP] File data received: 3534848
[15:58:53]  [TCP] File data received: 3536896
[15:58:53]  [TCP] File data received: 3538944
[15:58:53]  [TCP] File data received: 3540992
[15:58:53]  [TCP] File data received: 3543040
[15:58:53]  [TCP] File data received: 3545088
[15:58:53]  [TCP] File data received: 3547136
[15:58:53]  [TCP] File data received: 3549184
[15:58:53]  [TCP] File data received: 3551232
[15:58:53]  [TCP] File data received: 3553280
[15:58:53]  [TCP] File data received: 3555328
[15:58:53]  [TCP] File data received: 3557376
[15:58:53]  [TCP] File data received: 3559424
[15:58:53]  [TCP] File data received: 3561472
[15:58:53]  [TCP] File data received: 3563520
[15:58:53]  [TCP] File data received: 3565568
[15:58:53]  [TCP] File data received: 3567616
[15:58:53]  [TCP] File data received: 3569664
[15:58:53]  [TCP] File data received: 3571712
[15:58:53]  [TCP] File data received: 3573760
[15:58:53]  [TCP] File data received: 3575808
[15:58:53]  [TCP] File data received: 3577856
[15:58:53]  [TCP] File data received: 3579904
[15:58:53]  [TCP] File data received: 3581952
[15:58:53]  [TCP] File data received: 3584000
[15:58:53]  [TCP] File data received: 3586048
[15:58:53]  [TCP] File data received: 3588096
[15:58:53]  [TCP] File data received: 3590144
[15:58:53]  [TCP] File data received: 3592192
[15:58:53]  [TCP] File data received: 3594240
[15:58:53]  [TCP] File data received: 3596288
[15:58:53]  [TCP] File data received: 3598336
[15:58:53]  [TCP] File data received: 3600384
[15:58:53]  [TCP] File data received: 3602432
[15:58:53]  [TCP] File data received: 3604480
[15:58:53]  [TCP] File data received: 3606528
[15:58:53]  [TCP] File data received: 3608576
[15:58:53]  [TCP] File data received: 3610624
[15:58:53]  [TCP] File data received: 3612672
[15:58:53]  [TCP] File data received: 3614720
[15:58:53]  [TCP] File data received: 3616768
[15:58:53]  [TCP] File data received: 3618816
[15:58:53]  [TCP] File data received: 3620864
[15:58:53]  [TCP] File data received: 3622912
[15:58:53]  [TCP] File data received: 3624960
[15:58:53]  [TCP] File data received: 3627008
[15:58:53]  [TCP] File data received: 3629056
[15:58:53]  [TCP] File data received: 3631104
[15:58:53]  [TCP] File data received: 3633152
[15:58:53]  [TCP] File data received: 3635200
[15:58:53]  [TCP] File data received: 3637248
[15:58:53]  [TCP] File data received: 3639296
[15:58:53]  [TCP] File data received: 3641344
[15:58:53]  [TCP] File data received: 3643392
[15:58:53]  [TCP] File data received: 3645440
[15:58:53]  [TCP] File data received: 3647488
[15:58:53]  [TCP] File data received: 3649536
[15:58:53]  [TCP] File data received: 3651584
[15:58:53]  [TCP] File data received: 3653632
[15:58:53]  [TCP] File data received: 3655680
[15:58:53]  [TCP] File data received: 3657728
[15:58:53]  [TCP] File data received: 3659776
[15:58:53]  [TCP] File data received: 3661824
[15:58:53]  [TCP] File data received: 3663872
[15:58:53]  [TCP] File data received: 3665920
[15:58:53]  [TCP] File data received: 3667968
[15:58:53]  [TCP] File data received: 3670016
[15:58:53]  [TCP] File data received: 3672064
[15:58:53]  [TCP] File data received: 3674112
[15:58:53]  [TCP] File data received: 3676160
[15:58:53]  [TCP] File data received: 3678208
[15:58:53]  [TCP] File data received: 3680256
[15:58:53]  [TCP] File data received: 3682304
[15:58:53]  [TCP] File data received: 3684352
[15:58:53]  [TCP] File data received: 3686400
[15:58:53]  [TCP] File data received: 3688448
[15:58:53]  [TCP] File data received: 3690496
[15:58:53]  [TCP] File data received: 3692544
[15:58:53]  [TCP] File data received: 3694592
[15:58:53]  [TCP] File data received: 3696640
[15:58:53]  [TCP] File data received: 3698688
[15:58:53]  [TCP] File data received: 3700736
[15:58:53]  [TCP] File data received: 3702784
[15:58:53]  [TCP] File data received: 3704832
[15:58:53]  [TCP] File data received: 3706880
[15:58:53]  [TCP] File data received: 3708928
[15:58:53]  [TCP] File data received: 3710976
[15:58:53]  [TCP] File data received: 3713024
[15:58:53]  [TCP] File data received: 3715072
[15:58:53]  [TCP] File data received: 3717120
[15:58:53]  [TCP] File data received: 3719168
[15:58:53]  [TCP] File data received: 3721216
[15:58:53]  [TCP] File data received: 3723264
[15:58:53]  [TCP] File data received: 3725312
[15:58:53]  [TCP] File data received: 3727360
[15:58:53]  [TCP] File data received: 3729408
[15:58:53]  [TCP] File data received: 3731456
[15:58:53]  [TCP] File data received: 3733504
[15:58:53]  [TCP] File data received: 3735552
[15:58:53]  [TCP] File data received: 3737600
[15:58:53]  [TCP] File data received: 3739648
[15:58:53]  [TCP] File data received: 3741696
[15:58:53]  [TCP] File data received: 3743744
[15:58:53]  [TCP] File data received: 3745792
[15:58:53]  [TCP] File data received: 3747840
[15:58:53]  [TCP] File data received: 3749888
[15:58:53]  [TCP] File data received: 3751936
[15:58:53]  [TCP] File data received: 3753984
[15:58:53]  [TCP] File data received: 3756032
[15:58:53]  [TCP] File data received: 3758080
[15:58:53]  [TCP] File data received: 3760128
[15:58:53]  [TCP] File data received: 3762176
[15:58:53]  [TCP] File data received: 3764224
[15:58:53]  [TCP] File data received: 3766272
[15:58:53]  [TCP] File data received: 3768320
[15:58:53]  [TCP] File data received: 3770368
[15:58:53]  [TCP] File data received: 3772416
[15:58:53]  [TCP] File data received: 3774464
[15:58:53]  [TCP] File data received: 3776512
[15:58:53]  [TCP] File data received: 3778560
[15:58:53]  [TCP] File data received: 3780608
[15:58:53]  [TCP] File data received: 3782656
[15:58:53]  [TCP] File data received: 3784704
[15:58:53]  [TCP] File data received: 3786752
[15:58:53]  [TCP] File data received: 3788800
[15:58:53]  [TCP] File data received: 3790848
[15:58:53]  [TCP] File data received: 3792896
[15:58:53]  [TCP] File data received: 3794944
[15:58:53]  [TCP] File data received: 3796992
[15:58:53]  [TCP] File data received: 3799040
[15:58:53]  [TCP] File data received: 3801088
[15:58:53]  [TCP] File data received: 3803136
[15:58:53]  [TCP] File data received: 3805184
[15:58:53]  [TCP] File data received: 3807232
[15:58:53]  [TCP] File data received: 3809280
[15:58:53]  [TCP] File data received: 3811328
[15:58:53]  [TCP] File data received: 3813376
[15:58:53]  [TCP] File data received: 3815424
[15:58:53]  [TCP] File data received: 3817472
[15:58:53]  [TCP] File data received: 3819520
[15:58:53]  [TCP] File data received: 3821568
[15:58:53]  [TCP] File data received: 3823616
[15:58:53]  [TCP] File data received: 3825664
[15:58:53]  [TCP] File data received: 3827712
[15:58:53]  [TCP] File data received: 3829760
[15:58:53]  [TCP] File data received: 3831808
[15:58:53]  [TCP] File data received: 3833856
[15:58:53]  [TCP] File data received: 3835904
[15:58:53]  [TCP] File data received: 3837952
[15:58:53]  [TCP] File data received: 3840000
[15:58:53]  [TCP] File data received: 3842048
[15:58:53]  [TCP] File data received: 3844096
[15:58:53]  [TCP] File data received: 3846144
[15:58:53]  [TCP] File data received: 3848192
[15:58:53]  [TCP] File data received: 3850240
[15:58:53]  [TCP] File data received: 3852288
[15:58:53]  [TCP] File data received: 3854336
[15:58:53]  [TCP] File data received: 3856384
[15:58:53]  [TCP] File data received: 3858432
[15:58:53]  [TCP] File data received: 3860480
[15:58:53]  [TCP] File data received: 3862528
[15:58:53]  [TCP] File data received: 3864576
[15:58:53]  [TCP] File data received: 3866624
[15:58:53]  [TCP] File data received: 3868672
[15:58:53]  [TCP] File data received: 3870720
[15:58:53]  [TCP] File data received: 3872768
[15:58:53]  [TCP] File data received: 3874816
[15:58:53]  [TCP] File data received: 3876864
[15:58:53]  [TCP] File data received: 3878912
[15:58:53]  [TCP] File data received: 3880960
[15:58:53]  [TCP] File data received: 3883008
[15:58:53]  [TCP] File data received: 3885056
[15:58:53]  [TCP] File data received: 3887104
[15:58:53]  bela_2 has been downloaded from 25.56.2.67
[15:58:53]  [TCP] Downloading bela_3...
[15:58:53]  [TCP] File data received: 2048
[15:58:53]  [TCP] File data received: 4096
[15:58:53]  [TCP] File data received: 6144
[15:58:53]  [TCP] File data received: 8192
[15:58:53]  [TCP] File data received: 10240
[15:58:53]  [TCP] File data received: 12288
[15:58:53]  [TCP] File data received: 14336
[15:58:53]  [TCP] File data received: 16384
[15:58:53]  [TCP] File data received: 18432
[15:58:53]  [TCP] File data received: 20480
[15:58:53]  [TCP] File data received: 22528
[15:58:53]  [TCP] File data received: 24576
[15:58:53]  [TCP] File data received: 26624
[15:58:53]  [TCP] File data received: 28672
[15:58:53]  [TCP] File data received: 30720
[15:58:53]  [TCP] File data received: 32768
[15:58:53]  [TCP] File data received: 34816
[15:58:53]  [TCP] File data received: 36864
[15:58:53]  [TCP] File data received: 38912
[15:58:53]  [TCP] File data received: 40960
[15:58:53]  [TCP] File data received: 43008
[15:58:53]  [TCP] File data received: 45056
[15:58:53]  [TCP] File data received: 47104
[15:58:53]  [TCP] File data received: 49152
[15:58:53]  [TCP] File data received: 51200
[15:58:53]  [TCP] File data received: 53248
[15:58:53]  [TCP] File data received: 55296
[15:58:53]  [TCP] File data received: 57344
[15:58:53]  [TCP] File data received: 59392
[15:58:53]  [TCP] File data received: 61440
[15:58:53]  [TCP] File data received: 63488
[15:58:53]  [TCP] File data received: 65536
[15:58:53]  [TCP] File data received: 67584
[15:58:53]  [TCP] File data received: 69632
[15:58:53]  [TCP] File data received: 71680
[15:58:53]  [TCP] File data received: 73728
